alpha,beta,gamma,auroc_obs,auroc_patient
1.0,2.0,0.5,0.6617078859343597,0.7754300412506798
1.0,2.0,0.6,0.6628681981922264,0.7776241103776229
1.0,2.0,0.7,0.6637794715635887,0.7800717616992991
1.0,2.0,0.8,0.664145074476364,0.7828957053138064
1.0,2.0,0.9,0.6633832129895717,0.7861671000706685
1.0,2.0,1.0,0.6601835894492336,0.789926185530068
1.0,2.5,0.1,0.6551856461593712,0.7583088070133641
1.0,2.5,0.2,0.6564296182281311,0.7596951308498335
1.0,2.5,0.3,0.657710487148931,0.7613547549190629
1.0,2.5,0.4,0.6590375063543442,0.7632491103031839
1.0,2.5,0.5,0.660325729690318,0.7654049665983463
1.0,2.5,0.6,0.6615134636922244,0.7679059999503984
1.0,2.5,0.7,0.6624627896700372,0.7707929440042381
1.0,2.5,0.8,0.6628779010806937,0.7742825338320645
1.0,2.5,0.9,0.6621852936237591,0.7784537549242759
1.0,2.5,1.0,0.6591003123088958,0.783307478485491
1.0,3.0,0.1,0.6538445610686978,0.7484081176441367
1.0,3.0,0.2,0.6550978422842804,0.7500028086442811
1.0,3.0,0.3,0.65639259224525,0.7518763031784985
1.0,3.0,0.4,0.6577330145877593,0.7539885722156342
1.0,3.0,0.5,0.659043572239129,0.7564142120498817
1.0,3.0,0.6,0.6602583243972325,0.7592416814434504
1.0,3.0,0.7,0.6612450570267692,0.7625656226423135
1.0,3.0,0.8,0.6617116085463852,0.7666379999933852
1.0,3.0,0.9,0.661088872130625,0.771627966603657
1.0,3.0,1.0,0.6581188418312929,0.7774858217040865
1.0,3.5,0.1,0.6525935521669859,0.7395774633781264
1.0,3.5,0.2,0.6538597756196625,0.7413547516819167
1.0,3.5,0.3,0.6551680505392345,0.743448634377332
1.0,3.5,0.4,0.6565220755522332,0.7458020394690155
1.0,3.5,0.5,0.6578520805870102,0.7485016731175103
1.0,3.5,0.6,0.6590958258333156,0.7516306815386622
1.0,3.5,0.7,0.6601190764110796,0.7553579981868744
1.0,3.5,0.8,0.660634910880785,0.7599330360186545
1.0,3.5,0.9,0.6600826693921894,0.765630494263644
1.0,3.5,1.0,0.6572236093930074,0.7723962992186748
1.0,4.0,0.1,0.6514293784871759,0.7317066721038101
1.0,4.0,0.2,0.6527001962698945,0.7336836722515002
1.0,4.0,0.3,0.6540230657312028,0.7359856811187951
1.0,4.0,0.4,0.6553926040096003,0.7385669647005418
1.0,4.0,0.5,0.6567416873349865,0.7415316038908019
1.0,4.0,0.6,0.6580147739931393,0.744951201157926
1.0,4.0,0.7,0.6590720927596609,0.7490291420487166
1.0,4.0,0.8,0.6596380961679726,0.7540712406088439
1.0,4.0,0.9,0.6591535222868219,0.7603734247615002
1.0,4.0,1.0,0.6564011067673033,0.7679501664972728
1.0,4.5,0.1,0.6503188275655096,0.7246885926389731
1.0,4.5,0.2,0.6516022584864284,0.726869875114593
1.0,4.5,0.3,0.6529389711878288,0.7293794511352576
1.0,4.5,0.4,0.654326330886302,0.7321870357090549
1.0,4.5,0.5,0.655696448245467,0.7353922819400341
1.0,4.5,0.6,0.6569989676975394,0.7390964251638195
1.0,4.5,0.7,0.6580921605927494,0.7435021297078265
1.0,4.5,0.8,0.6587070907449757,0.7489663113305185
1.0,4.5,0.9,0.6582903337533558,0.7557911580920318
1.0,4.5,1.0,0.6556418791997299,0.7640413096950724
1.0,5.0,0.1,0.6492626018581911,0.7184266730122266
1.0,5.0,0.2,0.6505587775806161,0.7208074903193981
1.0,5.0,0.3,0.6519121299464773,0.7235532201287819
1.0,5.0,0.4,0.6533178258805314,0.7265831762266349
1.0,5.0,0.5,0.6547088569597208,0.7300031073244657
1.0,5.0,0.6,0.6560412951393787,0.7339655292390393
1.0,5.0,0.7,0.6571718148348399,0.73865660677713
1.0,5.0,0.8,0.6578349702239934,0.7444956069894593
1.0,5.0,0.9,0.6574843681594414,0.7517982962758828
1.0,5.0,1.0,0.6549375568552316,0.7606096148154191
